iter,time,est_name,n_fe,dgp_name,n_obs,language
2,,linearmodels.AbsorbingLS,3,difficult,2000000,python
3,,linearmodels.AbsorbingLS,3,difficult,2000000,python
1,1.82943404199978,pyfixest.feols (numba),2,difficult,2000000,python
2,1.82022537500234,pyfixest.feols (numba),2,difficult,2000000,python
3,1.81097783299992,pyfixest.feols (numba),2,difficult,2000000,python
1,46.8910687090029,pyfixest.feols (numba),3,difficult,2000000,python
2,50.4687372080007,pyfixest.feols (numba),3,difficult,2000000,python
3,,pyfixest.feols (numba),3,difficult,2000000,python
1,1.03738291700211,pyfixest.feols (rust),2,difficult,2000000,python
2,1.03843787499864,pyfixest.feols (rust),2,difficult,2000000,python
3,1.00277070800075,pyfixest.feols (rust),2,difficult,2000000,python
1,7.26187404099983,pyfixest.feols (rust),3,difficult,2000000,python
2,6.00913083300111,pyfixest.feols (rust),3,difficult,2000000,python
3,6.07059583299997,pyfixest.feols (rust),3,difficult,2000000,python
1,,statsmodels.OLS,2,difficult,2000000,python
2,,statsmodels.OLS,2,difficult,2000000,python
3,,statsmodels.OLS,2,difficult,2000000,python
1,,statsmodels.OLS,3,difficult,2000000,python
2,,statsmodels.OLS,3,difficult,2000000,python
3,,statsmodels.OLS,3,difficult,2000000,python
1,0.181936979293823,FixedEffectModels.reg,2,simple,2000000,julia
2,0.227304935455322,FixedEffectModels.reg,2,simple,2000000,julia
3,0.168658018112183,FixedEffectModels.reg,2,simple,2000000,julia
1,0.431094169616699,FixedEffectModels.reg,3,simple,2000000,julia
2,0.377987146377564,FixedEffectModels.reg,3,simple,2000000,julia
3,0.435539960861206,FixedEffectModels.reg,3,simple,2000000,julia
1,0.198806047439575,fixest::feols,2,simple,2000000,r
2,0.200355052947998,fixest::feols,2,simple,2000000,r
3,0.202836990356445,fixest::feols,2,simple,2000000,r
1,0.315860986709595,fixest::feols,3,simple,2000000,r
2,0.310791969299316,fixest::feols,3,simple,2000000,r
3,0.312728881835938,fixest::feols,3,simple,2000000,r
1,0.624235153198242,lfe::felm,2,simple,2000000,r
2,0.685818195343018,lfe::felm,2,simple,2000000,r
3,0.752747058868408,lfe::felm,2,simple,2000000,r
1,0.999053955078125,lfe::felm,3,simple,2000000,r
2,0.872032165527344,lfe::felm,3,simple,2000000,r
3,0.938472986221313,lfe::felm,3,simple,2000000,r
1,1.99744041600206,linearmodels.AbsorbingLS,2,simple,2000000,python
2,1.99563124999986,linearmodels.AbsorbingLS,2,simple,2000000,python
3,1.99245554200024,linearmodels.AbsorbingLS,2,simple,2000000,python
1,4.16878387500037,linearmodels.AbsorbingLS,3,simple,2000000,python
2,4.16376329200284,linearmodels.AbsorbingLS,3,simple,2000000,python
3,4.15918995799802,linearmodels.AbsorbingLS,3,simple,2000000,python
1,0.138235084003099,pyfixest.feols (numba),2,simple,2000000,python
2,0.134293249997427,pyfixest.feols (numba),2,simple,2000000,python
3,0.133893666999938,pyfixest.feols (numba),2,simple,2000000,python
1,0.255337083999621,pyfixest.feols (numba),3,simple,2000000,python
2,0.242782458000875,pyfixest.feols (numba),3,simple,2000000,python
3,0.233901374998823,pyfixest.feols (numba),3,simple,2000000,python
1,0.191947415998584,pyfixest.feols (rust),2,simple,2000000,python
2,0.162680375000491,pyfixest.feols (rust),2,simple,2000000,python
3,0.15970487499726,pyfixest.feols (rust),2,simple,2000000,python
1,0.247276499998407,pyfixest.feols (rust),3,simple,2000000,python
2,0.265962375000527,pyfixest.feols (rust),3,simple,2000000,python
3,0.28627566599971,pyfixest.feols (rust),3,simple,2000000,python
1,,statsmodels.OLS,2,simple,2000000,python
2,,statsmodels.OLS,2,simple,2000000,python
3,,statsmodels.OLS,2,simple,2000000,python
1,,statsmodels.OLS,3,simple,2000000,python
2,,statsmodels.OLS,3,simple,2000000,python
3,,statsmodels.OLS,3,simple,2000000,python
