iter,time,est_name,n_fe,dgp_name,n_obs
3,3.0321306250002635,pyfixest.fepois (rust),2,difficult,2000000
3,450.10504158299955,pyfixest.fepois (scipy),3,difficult,2000000
3,,pyfixest.fepois (numba),3,difficult,2000000
3,,pyfixest.fepois (rust),3,difficult,2000000
1,9.359075208999457,pyfixest.fepois (scipy),2,difficult,500000
1,0.81201237499954,pyfixest.fepois (numba),2,difficult,500000
1,0.8224707909994322,pyfixest.fepois (rust),2,difficult,500000
1,82.5579325839999,pyfixest.fepois (scipy),3,difficult,500000
1,,pyfixest.fepois (numba),3,difficult,500000
1,,pyfixest.fepois (rust),3,difficult,500000
2,9.128830290999758,pyfixest.fepois (scipy),2,difficult,500000
2,0.7798615830006383,pyfixest.fepois (numba),2,difficult,500000
2,0.766771499999777,pyfixest.fepois (rust),2,difficult,500000
2,159.744823,pyfixest.fepois (scipy),3,difficult,500000
2,,pyfixest.fepois (numba),3,difficult,500000
2,,pyfixest.fepois (rust),3,difficult,500000
3,9.132464416999937,pyfixest.fepois (scipy),2,difficult,500000
3,0.7925515830002041,pyfixest.fepois (numba),2,difficult,500000
3,0.7858512080001674,pyfixest.fepois (rust),2,difficult,500000
3,64.28729899999962,pyfixest.fepois (scipy),3,difficult,500000
3,,pyfixest.fepois (numba),3,difficult,500000
3,,pyfixest.fepois (rust),3,difficult,500000
1,1.9124155830004383,pyfixest.fepois (scipy),2,simple,100000
1,0.2064825830002519,pyfixest.fepois (numba),2,simple,100000
1,0.19179458300004626,pyfixest.fepois (rust),2,simple,100000
1,3.7666497079999317,pyfixest.fepois (scipy),3,simple,100000
1,0.5792092080000657,pyfixest.fepois (numba),3,simple,100000
1,0.5505414999997811,pyfixest.fepois (rust),3,simple,100000
2,1.9456269170004816,pyfixest.fepois (scipy),2,simple,100000
2,0.21399470800042764,pyfixest.fepois (numba),2,simple,100000
2,0.20955162500013103,pyfixest.fepois (rust),2,simple,100000
2,5.005493541999385,pyfixest.fepois (scipy),3,simple,100000
2,0.5429334580003342,pyfixest.fepois (numba),3,simple,100000
2,0.5186464160005926,pyfixest.fepois (rust),3,simple,100000
3,5.679004541000722,pyfixest.fepois (scipy),2,simple,100000
3,0.2088892499996291,pyfixest.fepois (numba),2,simple,100000
3,0.205303042000196,pyfixest.fepois (rust),2,simple,100000
3,9.705636583000341,pyfixest.fepois (scipy),3,simple,100000
3,0.6192594579997603,pyfixest.fepois (numba),3,simple,100000
3,0.6096841669996138,pyfixest.fepois (rust),3,simple,100000
1,0.2799383330002456,pyfixest.fepois (scipy),2,simple,10000
1,0.08851870799935568,pyfixest.fepois (numba),2,simple,10000
1,0.08152887500000361,pyfixest.fepois (rust),2,simple,10000
1,0.35555154100075015,pyfixest.fepois (scipy),3,simple,10000
1,0.08386925000013434,pyfixest.fepois (numba),3,simple,10000
1,0.08106483299980027,pyfixest.fepois (rust),3,simple,10000
2,0.2251894170003652,pyfixest.fepois (scipy),2,simple,10000
2,0.06887262500003999,pyfixest.fepois (numba),2,simple,10000
2,0.06733549999989918,pyfixest.fepois (rust),2,simple,10000
2,0.34147187500002474,pyfixest.fepois (scipy),3,simple,10000
2,0.08416645800025435,pyfixest.fepois (numba),3,simple,10000
2,0.07490154100014479,pyfixest.fepois (rust),3,simple,10000
3,0.2546827079995637,pyfixest.fepois (scipy),2,simple,10000
3,0.07193762499991863,pyfixest.fepois (numba),2,simple,10000
3,0.07181325000055949,pyfixest.fepois (rust),2,simple,10000
3,0.34036091699999815,pyfixest.fepois (scipy),3,simple,10000
3,0.07983470800081705,pyfixest.fepois (numba),3,simple,10000
3,0.07459275000019261,pyfixest.fepois (rust),3,simple,10000
1,0.10707608400025492,pyfixest.fepois (scipy),2,simple,1000
1,0.0695958750002319,pyfixest.fepois (numba),2,simple,1000
1,0.058077167000192276,pyfixest.fepois (rust),2,simple,1000
1,0.10825987499993062,pyfixest.fepois (scipy),3,simple,1000
1,0.07586516700030188,pyfixest.fepois (numba),3,simple,1000
1,0.0608537919997616,pyfixest.fepois (rust),3,simple,1000
2,0.09010045800005173,pyfixest.fepois (scipy),2,simple,1000
2,0.057527124999978696,pyfixest.fepois (numba),2,simple,1000
2,0.05132562500057247,pyfixest.fepois (rust),2,simple,1000
2,0.08691237499988347,pyfixest.fepois (scipy),3,simple,1000
2,0.0550085829991076,pyfixest.fepois (numba),3,simple,1000
2,0.05031716699977551,pyfixest.fepois (rust),3,simple,1000
3,0.07568179200006853,pyfixest.fepois (scipy),2,simple,1000
3,0.052503750000141736,pyfixest.fepois (numba),2,simple,1000
3,0.051793124999676365,pyfixest.fepois (rust),2,simple,1000
3,0.08528333300000668,pyfixest.fepois (scipy),3,simple,1000
3,0.05476345799979754,pyfixest.fepois (numba),3,simple,1000
3,0.04793912500008446,pyfixest.fepois (rust),3,simple,1000
1,18.392063999999664,pyfixest.fepois (scipy),2,simple,1000000
1,1.5599576670001625,pyfixest.fepois (numba),2,simple,1000000
1,1.5667686659999163,pyfixest.fepois (rust),2,simple,1000000
1,31.932773334000558,pyfixest.fepois (scipy),3,simple,1000000
1,16.048285374999978,pyfixest.fepois (numba),3,simple,1000000
1,15.51234950000071,pyfixest.fepois (rust),3,simple,1000000
2,28.023621125000318,pyfixest.fepois (scipy),2,simple,1000000
2,1.5057262499994977,pyfixest.fepois (numba),2,simple,1000000
2,1.4967168749999473,pyfixest.fepois (rust),2,simple,1000000
2,41.50059400000009,pyfixest.fepois (scipy),3,simple,1000000
2,8.850824749999447,pyfixest.fepois (numba),3,simple,1000000
2,8.811870165999608,pyfixest.fepois (rust),3,simple,1000000
3,56.79141216700009,pyfixest.fepois (scipy),2,simple,1000000
3,1.4973789579998993,pyfixest.fepois (numba),2,simple,1000000
3,1.4883214589999625,pyfixest.fepois (rust),2,simple,1000000
3,29.149921540999458,pyfixest.fepois (scipy),3,simple,1000000
3,6.572728457999801,pyfixest.fepois (numba),3,simple,1000000
3,6.397949666999921,pyfixest.fepois (rust),3,simple,1000000
1,36.978026958000555,pyfixest.fepois (scipy),2,simple,2000000
1,3.0599184580005385,pyfixest.fepois (numba),2,simple,2000000
1,3.1310010830002284,pyfixest.fepois (rust),2,simple,2000000
1,61.7973697919997,pyfixest.fepois (scipy),3,simple,2000000
1,27.288362416999917,pyfixest.fepois (numba),3,simple,2000000
1,26.53564387499955,pyfixest.fepois (rust),3,simple,2000000
2,37.640102416000445,pyfixest.fepois (scipy),2,simple,2000000
2,3.0638583340005425,pyfixest.fepois (numba),2,simple,2000000
2,3.2225836659999914,pyfixest.fepois (rust),2,simple,2000000
2,67.2532135420006,pyfixest.fepois (scipy),3,simple,2000000
2,23.993856541999776,pyfixest.fepois (numba),3,simple,2000000
2,23.381846749999568,pyfixest.fepois (rust),3,simple,2000000
3,37.03234637499918,pyfixest.fepois (scipy),2,simple,2000000
3,3.1322624999993423,pyfixest.fepois (numba),2,simple,2000000
3,3.184849958999621,pyfixest.fepois (rust),2,simple,2000000
3,56.47426612500021,pyfixest.fepois (scipy),3,simple,2000000
3,27.676558291999754,pyfixest.fepois (numba),3,simple,2000000
3,27.041508041999805,pyfixest.fepois (rust),3,simple,2000000
1,9.104117124999902,pyfixest.fepois (scipy),2,simple,500000
1,0.7359029999997801,pyfixest.fepois (numba),2,simple,500000
1,0.7302746670002307,pyfixest.fepois (rust),2,simple,500000
1,43.82577020900044,pyfixest.fepois (scipy),3,simple,500000
1,2.4990764590002073,pyfixest.fepois (numba),3,simple,500000
1,2.4381519580001623,pyfixest.fepois (rust),3,simple,500000
2,9.232976999999664,pyfixest.fepois (scipy),2,simple,500000
2,0.7302454160007983,pyfixest.fepois (numba),2,simple,500000
2,0.8977359159998741,pyfixest.fepois (rust),2,simple,500000
2,53.85416508399976,pyfixest.fepois (scipy),3,simple,500000
2,4.004698916999587,pyfixest.fepois (numba),3,simple,500000
2,3.8606386249994102,pyfixest.fepois (rust),3,simple,500000
3,9.025294332999692,pyfixest.fepois (scipy),2,simple,500000
3,0.7839433749995806,pyfixest.fepois (numba),2,simple,500000
3,0.7923811250002473,pyfixest.fepois (rust),2,simple,500000
3,14.593668624999736,pyfixest.fepois (scipy),3,simple,500000
3,7.161157874999844,pyfixest.fepois (numba),3,simple,500000
3,6.776624333000655,pyfixest.fepois (rust),3,simple,500000
